1558601436.911920, 0
1558601436.926452, 0
1558601436.940642, 2
1558601436.958308, 0
1558601436.972747, 2
1558601436.986760, 6
1558601437.003182, 7
1558601437.020914, 10
1558601437.036000, 9
1558601437.051011, 9
1558601437.068676, 9
1558601437.087250, 10
1558601437.107208, 7
1558601437.122195, 10
1558601437.137964, 8
1558601437.152789, 10
1558601437.168444, 8
1558601437.183629, 6
1558601437.198082, 6
1558601437.213223, 4
1558601437.228970, 3
1558601437.244401, 2
1558601437.258631, 2
1558601437.275809, 2
1558601437.289891, 2
1558601437.306014, 2
1558601437.321519, 4
1558601437.343098, 4
1558601437.363075, 5
1558601437.382417, 4
1558601437.397745, 5
1558601437.413684, 6
1558601437.428688, 5
1558601437.444457, 6
1558601437.459607, 6
1558601437.474569, 7
1558601437.490455, 7
1558601437.505513, 7
1558601437.519505, 6
1558601437.534641, 9
1558601437.550399, 7
1558601437.566100, 7
1558601437.580971, 8
1558601437.596763, 9
1558601437.612134, 8
1558601437.626387, 9
1558601437.641946, 9
1558601437.657832, 8
1558601437.673624, 8
1558601437.688960, 9
1558601437.705123, 7
1558601437.720459, 3
1558601437.735922, 1
1558601437.750682, 3
1558601437.766847, 2
1558601437.781998, 2
1558601437.797282, 2
1558601437.812490, 2
1558601437.827319, 2
1558601437.841498, 5
1558601437.856173, 3
1558601437.878747, 4
1558601437.899433, 5
1558601437.919654, 5
1558601437.940099, 6
1558601437.957270, 5
1558601437.972585, 5
1558601437.987747, 7
1558601438.003704, 8
1558601438.018601, 6
1558601438.033960, 7
1558601438.049929, 9
1558601438.065216, 7
1558601438.079945, 8
1558601438.095485, 9
1558601438.110816, 8
1558601438.126563, 9
1558601438.141307, 9
1558601438.156690, 8
1558601438.171350, 9
1558601438.185811, 8
1558601438.199640, 9
1558601438.214029, 10
1558601438.228717, 9
1558601438.243595, 9
1558601438.258456, 10
1558601438.271805, 10
1558601438.286142, 10
1558601438.302605, 10
1558601438.318033, 7
1558601438.333257, 2
1558601438.349122, 3
1558601438.365589, 4
1558601438.380699, 3
1558601438.395534, 3
1558601438.413648, 3
1558601438.428950, 5
1558601438.444166, 5
1558601438.459664, 5
1558601438.476540, 5
1558601438.491674, 5
1558601438.506079, 5
1558601438.519838, 5
1558601438.534754, 8
1558601438.555800, 6
1558601438.570980, 6
1558601438.586394, 7
1558601438.601938, 7
1558601438.617766, 6
1558601438.632438, 8
1558601438.647169, 7
1558601438.661046, 8
1558601438.678059, 7
1558601438.693514, 8
1558601438.709073, 9
1558601438.724255, 8
1558601438.738672, 9
1558601438.753155, 9
1558601438.769113, 9
1558601438.785434, 8
1558601438.799425, 9
1558601438.814329, 3
1558601438.828666, 3
1558601438.843186, 3
1558601438.857243, 2
1558601438.871243, 2
1558601438.885046, 2
1558601438.899010, 2
1558601438.913559, 4
1558601438.927784, 4
1558601438.942021, 5
1558601438.956688, 4
1558601438.971269, 4
1558601438.985540, 5
1558601439.000321, 5
1558601439.015308, 5
1558601439.030162, 6
1558601439.045201, 7
1558601439.059512, 5
1558601439.082680, 6
1558601439.097106, 7
1558601439.111667, 6
1558601439.130173, 8
1558601439.148048, 8
1558601439.162204, 6
1558601439.177888, 8
1558601439.197443, 8
1558601439.213024, 7
1558601439.227834, 8
1558601439.244903, 9
1558601439.263377, 9
1558601439.280406, 10
1558601439.297136, 9
1558601439.314498, 10
1558601439.331929, 10
1558601439.346088, 10
1558601439.361595, 9
1558601439.376711, 10
1558601439.390405, 10
1558601439.404379, 10
1558601439.420021, 3
1558601439.435185, 3
1558601439.450947, 3
1558601439.465082, 3
1558601439.479602, 3
1558601439.495701, 4
1558601439.512357, 3
1558601439.527832, 4
1558601439.542654, 4
1558601439.559332, 5
1558601439.574487, 6
1558601439.588529, 5
1558601439.602709, 5
1558601439.617979, 6
1558601439.633128, 6
1558601439.648387, 6
1558601439.664978, 8
